one,two,index,text,raw_text,start_time,end_time,speaker_id,speaker_name
9,110,110,"So it's like real convenient for storage, but for kids and for students to be using that packaging.","So it's like real convenient for storage, but for kids and for students to be using that packaging.",571.038,576.958,1,Jeff Long
9,111,111,I found that I have to put it into bigger bins so that way they can actually find the pieces.,I found that I have to put it into bigger bins so that way they can actually find the pieces.,577.054,582.562,1,Jeff Long
9,112,112,"Because right now, especially on some of your connector pieces, the students, they'll spend 20 minutes looking this little box.","Because right now, especially on some of your connector pieces, the students, they'll spend 20 minutes looking this little box.",582.626,590.442,1,Jeff Long
9,113,113,I actually dump it into a larger bin so that way they can find the specific parts that they need.,I actually dump it into a larger bin so that way they can find the specific parts that they need.,590.496,598.234,1,Jeff Long
9,114,114,The other issue that we have found is students will sometimes lose little parts.,The other issue that we have found is students will sometimes lose little parts.,598.432,604.822,1,Jeff Long
9,115,115,"And some of those are like, there's only two of those parts inside the box or three of those parts inside the box.","And some of those are like, there's only two of those parts inside the box or three of those parts inside the box.",604.886,610.462,1,Jeff Long
9,116,116,"Or if they lose one and they're trying to do some of these more advanced builds, all of a sudden, now we don't have the right parts to be able to do those more advanced builds because other students have lost them or done something with them that we can't find them.","Or if they lose one and they're trying to do some of these more advanced builds, all of a sudden, now we don't have the right parts to be able to do those more advanced builds because other students have lost them or done something with them that we can't find them.",610.516,626.306,1,Jeff Long
9,117,117,And usually we do a pretty good job of sweeping around the area to make sure that we don't pick up any of those parts.,And usually we do a pretty good job of sweeping around the area to make sure that we don't pick up any of those parts.,626.328,630.466,1,Jeff Long
9,118,118,"But just the limitation if we're looking for, like, we need three pin connectors and there's only five pin connectors in the box, and you lose a couple of them, all of a sudden, after a couple of years, you've now not able to do that build anymore because the students have lost those parts.","But just the limitation if we're looking for, like, we need three pin connectors and there's only five pin connectors in the box, and you lose a couple of them, all of a sudden, after a couple of years, you've now not able to do that build anymore because the students have lost those parts.",630.498,647.302,1,Jeff Long
9,119,119,"So maybe just adding some, especially the really limited little pin connectors or maybe even some of the axles, adding some of that to the build parts.","So maybe just adding some, especially the really limited little pin connectors or maybe even some of the axles, adding some of that to the build parts.",647.366,656.19,1,Jeff Long
9,120,120,So thank you very much for participating with our survey.,So thank you very much for participating with our survey.,656.61,659.274,0,JM
9,121,121,"We, of course, are not going to share any of your information with anyone.","We, of course, are not going to share any of your information with anyone.",659.322,662.702,0,JM
9,122,122,We will keep everything confidential.,We will keep everything confidential.,662.756,664.618,0,JM
9,123,123,We just want to use this for our internal purposes to make our products better for you.,We just want to use this for our internal purposes to make our products better for you.,664.714,669.294,0,JM
9,124,124,"Thank you for your participation at the Veteran Products Educators Conference, and thank you for everything that you are doing, what you're doing.","Thank you for your participation at the Veteran Products Educators Conference, and thank you for everything that you are doing, what you're doing.",669.492,676.44,0,JM
9,125,125,"Okay, thank you.","Okay, thank you.",677.61,678.454,1,Jeff Long
9,126,126,This has been a great experience.,This has been a great experience.,678.492,679.478,1,Jeff Long
9,127,127,Have a good day.,Have a good day.,679.564,680.6,1,Jeff Long
9,128,128,Thank you.,Thank you.,683.29,684.28,0,JM
9,129,129,Appreciate it.,Appreciate it.,685.69,686.42,0,JM
10,0,0,Start with your name.,Start with your name.,3.21,4.32,0,JM
10,1,1,Hi.,Hi.,5.73,6.142,1,Crystal Cap
10,2,2,My name is Crystal Cap.,My name is Crystal Cap.,6.196,7.438,1,Crystal Cap
10,3,3,"I am from Chattanooga, Tennessee, and I currently teach 6th through 12th graders at the Chattanooga Girls Leadership Academy.","I am from Chattanooga, Tennessee, and I currently teach 6th through 12th graders at the Chattanooga Girls Leadership Academy.",7.524,16.41,1,Crystal Cap
10,4,4,"I am the middle school computer science instructor, and I'm the lead robotics coach.","I am the middle school computer science instructor, and I'm the lead robotics coach.",16.57,22.43,1,Crystal Cap
10,5,5,"We participate in the Vex VR, the program.","We participate in the Vex VR, the program.",22.85,26.36,1,Crystal Cap
10,6,6,I have a little bit of experience with Beck's IQ from last year.,I have a little bit of experience with Beck's IQ from last year.,26.81,32.518,1,Crystal Cap
10,7,7,I used it with my computer science students.,I used it with my computer science students.,32.604,36.486,1,Crystal Cap
10,8,8,"Unfortunately, I was new to the school and found out that our system needed to be upgraded, so I've been teaching for about 13 years.","Unfortunately, I was new to the school and found out that our system needed to be upgraded, so I've been teaching for about 13 years.",36.668,47.26,1,Crystal Cap
10,9,9,"All right, next question.","All right, next question.",54.21,55.518,0,JM
10,10,10,Thank you for information about yourself.,Thank you for information about yourself.,55.604,57.198,0,JM
10,11,11,Really appreciate that.,Really appreciate that.,57.284,58.574,0,JM
10,12,12,What are your goals with Stem or computer science education again?,What are your goals with Stem or computer science education again?,58.692,62.782,0,JM
10,13,13,"If you're just getting started with Vex or you've been doing Vex for a while, you want to continue your program.","If you're just getting started with Vex or you've been doing Vex for a while, you want to continue your program.",62.916,68.33,0,JM
10,14,14,You want to expand what you're doing with your program.,You want to expand what you're doing with your program.,68.42,70.562,0,JM
10,15,15,"Maybe you're in the classroom, and you want to go to competitions, maybe doing competitions.","Maybe you're in the classroom, and you want to go to competitions, maybe doing competitions.",70.696,74.366,0,JM
10,16,16,"You want to go back in the classroom, or maybe you're just thinking about implementing Stem, and you want to get implemented.","You want to go back in the classroom, or maybe you're just thinking about implementing Stem, and you want to get implemented.",74.398,79.674,0,JM
10,17,17,You want to implement Stem with Vex.,You want to implement Stem with Vex.,79.742,81.506,0,JM
10,18,18,Tell us what your goals are with Stem education.,Tell us what your goals are with Stem education.,81.618,84.68,0,JM
10,19,19,"My goals are to inspire my students to be great problem solvers, use the engineering design process to explore careers that they may not have yet thought of.","My goals are to inspire my students to be great problem solvers, use the engineering design process to explore careers that they may not have yet thought of.",85.77,102.24,1,Crystal Cap
10,20,20,It's pretty exciting for us.,It's pretty exciting for us.,104.53,106.046,1,Crystal Cap
10,21,21,We're trying to get our robotics team up and running.,We're trying to get our robotics team up and running.,106.068,109.92,1,Crystal Cap
10,22,22,"This was the first season in a couple of years, and it was just really neat to see how the girls jumped in full force and tried their best.","This was the first season in a couple of years, and it was just really neat to see how the girls jumped in full force and tried their best.",110.45,120.18,1,Crystal Cap
10,23,23,Even though we had some setbacks.,Even though we had some setbacks.,121.11,123.17,1,Crystal Cap
10,24,24,It.,It.,126.09,126.454,0,JM
10,25,25,Was pretty successful year overall for our robotics team.,Was pretty successful year overall for our robotics team.,126.492,130.12,1,Crystal Cap
10,26,26,Yeah.,Yeah.,132.81,133.56,0,JM
10,27,27,"Okay, great.","Okay, great.",139.61,140.47,0,JM
10,28,28,"Now that we know what your goals are with Stem education, tell us what you feel some of the impediments might be.","Now that we know what your goals are with Stem education, tell us what you feel some of the impediments might be.",140.54,146.282,0,JM
10,29,29,What is in the way of you achieving your goals with Stem education?,What is in the way of you achieving your goals with Stem education?,146.416,150.074,0,JM
10,30,30,Is it teacher training?,Is it teacher training?,150.192,151.898,0,JM
10,31,31,Do you need more professional development?,Do you need more professional development?,151.984,154.006,0,JM
10,32,32,"Do you need to learn more about something like Python coding, or you want to be better at engineering?","Do you need to learn more about something like Python coding, or you want to be better at engineering?",154.038,159.242,0,JM
10,33,33,"What is it that you feel if you learned or you did or you received professional development on, or if we create a resource for you could really take what you are doing to the next level.","What is it that you feel if you learned or you did or you received professional development on, or if we create a resource for you could really take what you are doing to the next level.",159.386,170.1,0,JM
10,34,34,It would be great to have a guidebook for first year robotics coaches that really helped to set up first successful season.,It would be great to have a guidebook for first year robotics coaches that really helped to set up first successful season.,170.95,181.07,1,Crystal Cap
10,35,35,So this is what you need to do at the beginning of the season.,So this is what you need to do at the beginning of the season.,181.15,183.714,1,Crystal Cap
10,36,36,"This is what the middle of the season, and this is what the end of the season looks like.","This is what the middle of the season, and this is what the end of the season looks like.",183.762,187.686,1,Crystal Cap
10,37,37,And if you don't have any experience with the Vex platform to just kind of break it down into smaller parts so that it doesn't feel so overwhelming when you're just getting started.,And if you don't have any experience with the Vex platform to just kind of break it down into smaller parts so that it doesn't feel so overwhelming when you're just getting started.,187.708,199.26,1,Crystal Cap
10,38,38,"We really kind of struggled to get the engineering notebook going, and then it was like, how do we get the programming going?","We really kind of struggled to get the engineering notebook going, and then it was like, how do we get the programming going?",200.75,206.27,1,Crystal Cap
10,39,39,And it was a little overwhelming.,And it was a little overwhelming.,206.34,208.522,1,Crystal Cap
10,40,40,Just the girls didn't have any experience putting together the robot.,Just the girls didn't have any experience putting together the robot.,208.586,212.314,1,Crystal Cap
10,41,41,So that was a whole new learning curve for us.,So that was a whole new learning curve for us.,212.362,215.422,1,Crystal Cap
10,42,42,So just some extra guidance and getting those things done.,So just some extra guidance and getting those things done.,215.476,219.314,1,Crystal Cap
10,43,43,I know that all of the stuff is out there on the web.,I know that all of the stuff is out there on the web.,219.352,221.602,1,Crystal Cap
10,44,44,"I kind of found bits and pieces that I needed at different points in the season, but I didn't feel like there was this comprehensive handbook that was like, here's how you can be successful in your first season as a robotics coach.","I kind of found bits and pieces that I needed at different points in the season, but I didn't feel like there was this comprehensive handbook that was like, here's how you can be successful in your first season as a robotics coach.",221.656,235.03,1,Crystal Cap
10,45,45,Okay.,Okay.,240.35,240.81,0,JM
10,46,46,This question is kind of related to the question I just asked.,This question is kind of related to the question I just asked.,240.88,243.93,0,JM
10,47,47,"If you could change one thing about either Vex or your Stem implementation, what would make your life easier as an educator, what could we provide for you that could really make what you're doing with Stem a lot easier than what you are currently doing right now?","If you could change one thing about either Vex or your Stem implementation, what would make your life easier as an educator, what could we provide for you that could really make what you're doing with Stem a lot easier than what you are currently doing right now?",244.08,260.622,0,JM
10,48,48,"Let us know that, please, and we would love to be able to provide that for you.","Let us know that, please, and we would love to be able to provide that for you.",260.756,264.5,0,JM
10,49,49,"Some method of assessing progress for students, keeping some sort of a way to track data efficiently that's not so paper based.","Some method of assessing progress for students, keeping some sort of a way to track data efficiently that's not so paper based.",267.11,278.002,1,Crystal Cap
10,50,50,Something online where I can keep up with how students are doing in matches and how the robot is progressing and has all the rubrics at my fingertips so that we can track our progress as a team.,Something online where I can keep up with how students are doing in matches and how the robot is progressing and has all the rubrics at my fingertips so that we can track our progress as a team.,278.056,294.62,1,Crystal Cap
10,51,51,"All right, thank you for information.","All right, thank you for information.",300.59,302.186,0,JM
10,52,52,That's wonderful.,That's wonderful.,302.288,303.126,0,JM
10,53,53,Is there anything else that you want to share with us?,Is there anything else that you want to share with us?,303.238,306.174,0,JM
10,54,54,"Anything that you want to share with us that you think, again, would be valuable feedback that we can take with us back to our offices?","Anything that you want to share with us that you think, again, would be valuable feedback that we can take with us back to our offices?",306.212,313.466,0,JM
10,55,55,"And again, use your feedback to make any of our platforms or Vex code VR, or Vex professionals on the bus that much better for you.","And again, use your feedback to make any of our platforms or Vex code VR, or Vex professionals on the bus that much better for you.",313.498,321.394,0,JM
10,56,56,So take this question again to just wax poetic about anything that you would like.,So take this question again to just wax poetic about anything that you would like.,321.432,326.034,0,JM
10,57,57,Be honest with us.,Be honest with us.,326.152,327.074,0,JM
10,58,58,Be really honest.,Be really honest.,327.112,328.066,0,JM
10,59,59,Don't be afraid to tell us that something that we have is terrible.,Don't be afraid to tell us that something that we have is terrible.,328.168,330.658,0,JM
10,60,60,Be honest with us and let us know what it is that we could do to improve.,Be honest with us and let us know what it is that we could do to improve.,330.754,335.378,0,JM
10,61,61,"Or if there is something that you really love, you can let us know that also.","Or if there is something that you really love, you can let us know that also.",335.474,339.34,0,JM
10,62,62,I've really enjoyed the conference so far.,I've really enjoyed the conference so far.,342.19,344.906,1,Crystal Cap
10,63,63,"I think this was a really great way for me to learn and grow about how I can implement Vex more in my school, not just as a competitive robotics, but across our curriculum.","I think this was a really great way for me to learn and grow about how I can implement Vex more in my school, not just as a competitive robotics, but across our curriculum.",344.928,356.75,1,Crystal Cap
10,64,64,"It would be great if next year there are some hands on components so that if you're a new coach and you've never built the robot, you have that experience.","It would be great if next year there are some hands on components so that if you're a new coach and you've never built the robot, you have that experience.",357.73,365.698,1,Crystal Cap
10,65,65,"Maybe more smaller sessions that you could explore, some things that other teachers are doing that would be more hands on.","Maybe more smaller sessions that you could explore, some things that other teachers are doing that would be more hands on.",365.864,377.782,1,Crystal Cap
10,66,66,That would be a really fabulous addition to the conference.,That would be a really fabulous addition to the conference.,377.836,382.722,1,Crystal Cap
10,67,67,Thanks for this opportunity.,Thanks for this opportunity.,382.866,384.2,1,Crystal Cap
10,68,68,One of my favorite parts about this job is I get to travel the world and talk to educators all the time.,One of my favorite parts about this job is I get to travel the world and talk to educators all the time.,388.33,394.042,0,JM
10,69,69,"And I love hearing about the success stories with Vex Robotics, whether that's a parent talking about how their student now is so much more engaged in school as a result of Vex, or a student talking about how much they love engineering now, how much they love computer science.","And I love hearing about the success stories with Vex Robotics, whether that's a parent talking about how their student now is so much more engaged in school as a result of Vex, or a student talking about how much they love engineering now, how much they love computer science.",394.096,409.546,0,JM
10,70,70,"If you have any of those success stories, whether it's about competition classrooms or books, we would love to hear that.","If you have any of those success stories, whether it's about competition classrooms or books, we would love to hear that.",409.658,416.834,0,JM
10,71,71,So please share that with us.,So please share that with us.,416.872,418.66,0,JM
10,72,72,I think that one of the big success stories for us this year was watching the students grow.,I think that one of the big success stories for us this year was watching the students grow.,419.83,430.182,1,Crystal Cap
10,73,73,I had a core group of 6th graders that were so excited to come in and learn new things and try to solve the Vex Challenge this year and go out to competitions and really watching the friendships they developed within our local league and how they came back.,I had a core group of 6th graders that were so excited to come in and learn new things and try to solve the Vex Challenge this year and go out to competitions and really watching the friendships they developed within our local league and how they came back.,430.236,447.834,1,Crystal Cap
10,74,74,"And they're like, that didn't work.","And they're like, that didn't work.",447.872,449.77,1,Crystal Cap
10,75,75,So now we're going to try this.,So now we're going to try this.,449.84,451.52,1,Crystal Cap
10,76,76,"They really became really confident problem solvers, and that was amazing to see, and I can't wait to see what happens next season.","They really became really confident problem solvers, and that was amazing to see, and I can't wait to see what happens next season.",452.37,460.99,1,Crystal Cap
10,77,77,"Okay, this is one of my favorite questions to ask educators.","Okay, this is one of my favorite questions to ask educators.",464.93,467.998,0,JM
10,78,78,"And again, please be honest, don't be shy.","And again, please be honest, don't be shy.",468.014,470.718,0,JM
10,79,79,Tell me about that one lesson with Becks that went terrible.,Tell me about that one lesson with Becks that went terrible.,470.814,474.318,0,JM
10,80,80,Tell me about that one lesson.,Tell me about that one lesson.,474.414,475.854,0,JM
10,81,81,You couldn't wait to walk into school and teach this particular lesson and it just went bad.,You couldn't wait to walk into school and teach this particular lesson and it just went bad.,475.902,480.582,0,JM
10,82,82,It fell flat.,It fell flat.,480.636,481.554,0,JM
10,83,83,It didn't work out for whatever reason.,It didn't work out for whatever reason.,481.602,483.03,0,JM
10,84,84,We would love to know why.,We would love to know why.,483.1,484.678,0,JM
10,85,85,So we can fix that particular lesson.,So we can fix that particular lesson.,484.844,487.122,0,JM
10,86,86,"Now, as a corollary to that, you can either include this or as an or let us know about that one student or that group of students that you were not able to reach with best.","Now, as a corollary to that, you can either include this or as an or let us know about that one student or that group of students that you were not able to reach with best.",487.186,499.322,0,JM
10,87,87,"You thought that after the exposure to your robotics club or to your classroom effective, these students would want to go on and pursue engineering careers or computer science or just really kind of be engaged with it.","You thought that after the exposure to your robotics club or to your classroom effective, these students would want to go on and pursue engineering careers or computer science or just really kind of be engaged with it.",499.376,511.406,0,JM
10,88,88,"But for whatever reason, it didn't work out.","But for whatever reason, it didn't work out.",511.428,513.554,0,JM
10,89,89,We would love to hear that.,We would love to hear that.,513.672,515.22,0,JM
10,90,90,"I had a couple of students, and I don't know if it's necessarily the Vex or if it's just the format of Vex competition.","I had a couple of students, and I don't know if it's necessarily the Vex or if it's just the format of Vex competition.",516.71,526.39,1,Crystal Cap
10,91,91,They just decided that they didn't enjoy robotics and they didn't want to continue participating.,They just decided that they didn't enjoy robotics and they didn't want to continue participating.,527.45,534.946,1,Crystal Cap
10,92,92,And that's okay.,And that's okay.,535.138,536.44,1,Crystal Cap
10,93,93,But I can't really think of anything that hasn't worked that I've tried.,But I can't really think of anything that hasn't worked that I've tried.,539.05,543.382,1,Crystal Cap
10,94,94,It's all been good.,It's all been good.,543.436,544.68,1,Crystal Cap
10,95,95,I think I lost.,I think I lost.,546.89,548.23,1,Crystal Cap
10,96,96,So thank you very much for participating with our survey.,So thank you very much for participating with our survey.,549.97,552.554,0,JM
10,97,97,"We, of course, are not going to share any of your information with anyone.","We, of course, are not going to share any of your information with anyone.",552.602,555.95,0,JM
10,98,98,We will keep everything confidential.,We will keep everything confidential.,556.02,557.898,0,JM
10,99,99,We just want to use it for our internal purposes to make our products better for you.,We just want to use it for our internal purposes to make our products better for you.,557.994,562.606,0,JM
10,100,100,"Thank you for your participation conference, and thank you for everything that you are doing.","Thank you for your participation conference, and thank you for everything that you are doing.",562.788,569.04,0,JM
11,0,0,Thank you.,Thank you.,0.65,2.222,0,
11,1,1,So this is Tori Aldridge again.,So this is Tori Aldridge again.,2.356,4.526,1,Tori Aldridge
11,2,2,My goals with Stem education are that we're in a rebuilding phase.,My goals with Stem education are that we're in a rebuilding phase.,4.708,8.714,1,Tori Aldridge
11,3,3,We're trying to rebuild our program.,We're trying to rebuild our program.,8.762,10.48,1,Tori Aldridge
11,4,4,"We're going from a program that hasn't had any capital investment in three years, if not longer, to trying to build a program that has at least one robotics team that's competitive of.","We're going from a program that hasn't had any capital investment in three years, if not longer, to trying to build a program that has at least one robotics team that's competitive of.",11.81,25.67,1,Tori Aldridge
11,5,5,And we're working with our district to get ten teams in our area to be able to compete in our area.,And we're working with our district to get ten teams in our area to be able to compete in our area.,25.82,34.758,1,Tori Aldridge
11,6,6,"Specifically, I have been rebuilding the program using not just the supplies from Vex, but also by reaching out to community resources like the Denton Black Film Festival Technology Expo, where they wanted to teach, educate.","Specifically, I have been rebuilding the program using not just the supplies from Vex, but also by reaching out to community resources like the Denton Black Film Festival Technology Expo, where they wanted to teach, educate.",34.844,55.55,1,Tori Aldridge
11,7,7,"They provide teaching, education and culture to try to encourage kids to participate in Stem careers and also bringing in speakers that talk about the different types of careers in Stem.","They provide teaching, education and culture to try to encourage kids to participate in Stem careers and also bringing in speakers that talk about the different types of careers in Stem.",56.37,68.59,1,Tori Aldridge
11,8,8,"And of course, coupling those resources with Code org's free curriculum, which allows kids to get in and make their own apps and make their own programs and learn a lot about the foundations of computer science.","And of course, coupling those resources with Code org's free curriculum, which allows kids to get in and make their own apps and make their own programs and learn a lot about the foundations of computer science.",68.75,84.79,1,Tori Aldridge
11,9,9,"Okay, great.","Okay, great.",97.23,98.01,0,
11,10,10,"Now that we know what your goals are with Stem education, tell us what you feel some of the impediments might be.","Now that we know what your goals are with Stem education, tell us what you feel some of the impediments might be.",98.08,103.822,0,
11,11,11,What is in the way of you achieving your goals instead of education?,What is in the way of you achieving your goals instead of education?,103.956,107.614,0,
11,12,12,Is it teacher training?,Is it teacher training?,107.732,109.438,0,
11,13,13,Do you need more professional development?,Do you need more professional development?,109.524,111.594,0,
11,14,14,You need to learn more about something like Python coding or you want to be better at engineering?,You need to learn more about something like Python coding or you want to be better at engineering?,111.642,116.782,0,
11,15,15,"What is it that you feel if you learned or you did or you receive professional development on, or if we create a resource for you could really take what you are doing to the next.","What is it that you feel if you learned or you did or you receive professional development on, or if we create a resource for you could really take what you are doing to the next.",116.926,127.38,0,
11,16,16,I think one resource that would be really helpful would be having a way to kind of see the path forward for each level.,I think one resource that would be really helpful would be having a way to kind of see the path forward for each level.,131.53,140.666,1,Tori Aldridge
11,17,17,"For example, I started off with the vex IQ.","For example, I started off with the vex IQ.",140.848,143.77,1,Tori Aldridge
11,18,18,"I can tell that the equipment is blue and that it's different, but there was also a different playing field.","I can tell that the equipment is blue and that it's different, but there was also a different playing field.",144.27,151.838,1,Tori Aldridge
11,19,19,"There are different game pieces, and there are different things that I need in order to make that program work.","There are different game pieces, and there are different things that I need in order to make that program work.",151.924,158.56,1,Tori Aldridge
11,20,20,"Also, I was trying to navigate and understand just by looking at the website, whether or not I needed a classroom set of something and how I could do that on a limited budget when I just had kind of a budget that was presented to me.","Also, I was trying to navigate and understand just by looking at the website, whether or not I needed a classroom set of something and how I could do that on a limited budget when I just had kind of a budget that was presented to me.",158.93,174.58,1,Tori Aldridge
11,21,21,So rolling this out in a single year doesn't seem as possible without having more vertical support.,So rolling this out in a single year doesn't seem as possible without having more vertical support.,175.29,186.28,1,Tori Aldridge
11,22,22,"And so I'd really like to have a really clear path forward when it comes to demonstrating for my vertical team how this looks, once it's implemented, what resources a teacher really needs in the classroom in order to implement this program.","And so I'd really like to have a really clear path forward when it comes to demonstrating for my vertical team how this looks, once it's implemented, what resources a teacher really needs in the classroom in order to implement this program.",186.65,208.64,1,Tori Aldridge
11,23,23,"And then from there, trying to get more horizontal support with being an ambassador for my community and my school community and enlisting other teachers to help me.","And then from there, trying to get more horizontal support with being an ambassador for my community and my school community and enlisting other teachers to help me.",209.17,221.73,1,Tori Aldridge
11,24,24,"I've been an ambassador for other programs before, like I was a Talk Stem ambassador and the Texas foundation for Women supported our program and helped me to really recruit more diverse students as well as more girls into our program.","I've been an ambassador for other programs before, like I was a Talk Stem ambassador and the Texas foundation for Women supported our program and helped me to really recruit more diverse students as well as more girls into our program.",221.8,238.62,1,Tori Aldridge
11,25,25,"And so programs like that that already have a model for ambassadors to utilize as they are sharing their evangelistic message of why these types of programs are needed is really, really helpful.","And so programs like that that already have a model for ambassadors to utilize as they are sharing their evangelistic message of why these types of programs are needed is really, really helpful.",239.71,259.31,1,Tori Aldridge
11,26,26,Also bringing people like our Kate Coordinator.,Also bringing people like our Kate Coordinator.,259.97,264.014,1,Tori Aldridge
11,27,27,Kate stands for Computer and Technology Education or Career and Technology Education.,Kate stands for Computer and Technology Education or Career and Technology Education.,264.062,269.09,1,Tori Aldridge
11,28,28,"Bringing our Kate Coordinator to events like this and having more than just a technology teacher presence, but having that vertical presence as well is extremely helpful for creating a culture and a climate that embrace this system and embrace different mindsets.","Bringing our Kate Coordinator to events like this and having more than just a technology teacher presence, but having that vertical presence as well is extremely helpful for creating a culture and a climate that embrace this system and embrace different mindsets.",269.24,292.17,1,Tori Aldridge
11,29,29,"The last thing that I would add is that with Mindset training, I think you really need more ambassadors.","The last thing that I would add is that with Mindset training, I think you really need more ambassadors.",292.83,299.542,1,Tori Aldridge
11,30,30,"And that's something that I really try to do, is presenting more professional development topics and really talking to my peers and colleagues about how we can implement cross functional Stem projects like working with the music teacher to do.","And that's something that I really try to do, is presenting more professional development topics and really talking to my peers and colleagues about how we can implement cross functional Stem projects like working with the music teacher to do.",299.606,317.314,1,Tori Aldridge
11,31,31,A music and Stem program with microbits or working with a math teacher to show her how she could use one of my vex IQ kits.,A music and Stem program with microbits or working with a math teacher to show her how she could use one of my vex IQ kits.,317.352,326.31,1,Tori Aldridge
11,32,32,In presenting a lesson.,In presenting a lesson.,326.65,328.37,1,Tori Aldridge
11,33,33,Those things are things that really help make this a culture shift and a mindset shift.,Those things are things that really help make this a culture shift and a mindset shift.,328.53,335.27,1,Tori Aldridge
11,34,34,And what I found is that a lot of teachers still have the mindset that technology and Stem is only for AP honors or gifted and talented kids.,And what I found is that a lot of teachers still have the mindset that technology and Stem is only for AP honors or gifted and talented kids.,335.69,347.5,1,Tori Aldridge
11,35,35,"I have done a lot of work in my classroom to bring in inclusive programming, programming that is scaffolded and differentiated for neurodiverse learners and different ability learners, as well as program that embraces racial, financial or socioeconomic equity as well as gender equity.","I have done a lot of work in my classroom to bring in inclusive programming, programming that is scaffolded and differentiated for neurodiverse learners and different ability learners, as well as program that embraces racial, financial or socioeconomic equity as well as gender equity.",349.15,374.922,1,Tori Aldridge
11,36,36,And a lot of teachers aren't ready to do that or haven't really learned the language of embracing diversity and equity.,And a lot of teachers aren't ready to do that or haven't really learned the language of embracing diversity and equity.,375.086,383.714,1,Tori Aldridge
11,37,37,"And so helping to develop resources that make it easier to share, that would be really helpful, really helpful.","And so helping to develop resources that make it easier to share, that would be really helpful, really helpful.",383.762,394.65,1,Tori Aldridge
11,38,38,"When I was in the Talk Stem program, they have a repository of video clips from people using their products and people using technology tools and people talking about their careers that really help share their message and make it easy to share and spread in the classroom.","When I was in the Talk Stem program, they have a repository of video clips from people using their products and people using technology tools and people talking about their careers that really help share their message and make it easy to share and spread in the classroom.",395.55,415.742,1,Tori Aldridge
11,39,39,And I was able to share that repository with any teacher who was interested at my school.,And I was able to share that repository with any teacher who was interested at my school.,415.886,421.65,1,Tori Aldridge
11,40,40,"And so having something like that for Vex that's easily shareable and easily allows us to be an evangelist for the message of Stem education for all, really would be helpful.","And so having something like that for Vex that's easily shareable and easily allows us to be an evangelist for the message of Stem education for all, really would be helpful.",421.8,438.07,1,Tori Aldridge
11,41,41,"Okay, this question is kind of related to the question I just asked.","Okay, this question is kind of related to the question I just asked.",443.39,446.954,0,
11,42,42,"If you could change one thing about either Vex or your Stem implementation, what would make your life easier as an educator, what could we provide for you that could really make what you're doing with Stem a lot easier than what you are currently doing right now?","If you could change one thing about either Vex or your Stem implementation, what would make your life easier as an educator, what could we provide for you that could really make what you're doing with Stem a lot easier than what you are currently doing right now?",447.072,463.682,0,
11,43,43,"Let us know that, please.","Let us know that, please.",463.816,465.17,0,
11,44,44,We would love to be able to provide that for you.,We would love to be able to provide that for you.,465.24,467.54,0,
11,45,45,So I think packages that are kind of like a grab and go or the equivalent to what you would see in the clothing industry or retail industry as ready to wear.,So I think packages that are kind of like a grab and go or the equivalent to what you would see in the clothing industry or retail industry as ready to wear.,469.11,481.99,1,Tori Aldridge
11,46,46,Having packages where I don't have to piece together all of the things would be really helpful.,Having packages where I don't have to piece together all of the things would be really helpful.,482.41,489.526,1,Tori Aldridge
11,47,47,When I'm trying to sell to my Kate director or to my principal or to even the superintendent that I need X amount of dollars for a program.,When I'm trying to sell to my Kate director or to my principal or to even the superintendent that I need X amount of dollars for a program.,489.718,502.24,1,Tori Aldridge
11,48,48,It's not really helpful to me being brand new to have to put that package together myself and go and get a specialized quote for a group of customized things that I'm not really sure is what I need yet.,It's not really helpful to me being brand new to have to put that package together myself and go and get a specialized quote for a group of customized things that I'm not really sure is what I need yet.,502.61,519.81,1,Tori Aldridge
11,49,49,"I know it's disappointing for students to come into the classroom and have robotics kits that don't have a floor, or have a floor that doesn't have any games, or have one game, but not five different games for me to implement throughout the school year.","I know it's disappointing for students to come into the classroom and have robotics kits that don't have a floor, or have a floor that doesn't have any games, or have one game, but not five different games for me to implement throughout the school year.",519.88,537.72,1,Tori Aldridge
11,50,50,And so implementing it in a really half baked approach doesn't lend itself to maintaining the enthusiasm of the students and doesn't lend itself to having to gaining more ambassadors and growing our program.,And so implementing it in a really half baked approach doesn't lend itself to maintaining the enthusiasm of the students and doesn't lend itself to having to gaining more ambassadors and growing our program.,538.11,554.32,1,Tori Aldridge
11,51,51,"Also, I love the idea of starting with a robotics team.","Also, I love the idea of starting with a robotics team.",556.05,561.92,1,Tori Aldridge
11,52,52,"Whenever I looked at the robotics team information, though, it was a little bit jumbled.","Whenever I looked at the robotics team information, though, it was a little bit jumbled.",562.45,567.63,1,Tori Aldridge
11,53,53,There was a pretty antiquated looking user interface on the website and I had to navigate.,There was a pretty antiquated looking user interface on the website and I had to navigate.,567.79,575.246,1,Tori Aldridge
11,54,54,"I had a difficulty navigating between that website and the website where I actually order things and the community, because I wasn't really in a community at the time.","I had a difficulty navigating between that website and the website where I actually order things and the community, because I wasn't really in a community at the time.",575.438,585.814,1,Tori Aldridge
11,55,55,I wasn't in the PD Plus community yet.,I wasn't in the PD Plus community yet.,585.852,588.458,1,Tori Aldridge
